codigo_estacao;data;hora;temp_inst;temp_max;temp_min;umid_inst;umid_max;umid_min;pto_orvalho_inst;pto_orvalho_max;pto_orvalho_min;pressao;pressao_max;pressao_min;vento_direcao;vento_vel; vento_rajada;radiacao;precipitacao
A753;09/07/2019;00;12,7;13,0;11,7;71;78;71;7,6;8,7;7,5;951,3;951,4;951,1;1,7;142;4,4;-3,54;0,0
A753;09/07/2019;02;13,2;13,2;11,0;71;75;71;8,0;8,0;6,7;951,7;951,8;951,6;3,1;148;4,7;-3,54;0,0
A753;09/07/2019;23;14,4;15,4;14,0;66;72;66;8,2;9,7;8,2;951,4;951,4;950,9;1,4;151;2,1;-3,54;0,0
A753;09/07/2019;22;15,4;19,9;15,4;68;68;51;9,5;10,2;8,9;950,9;951,0;950,6;0,6;148;1,8;-3,54;0,0
A753;09/07/2019;21;19,9;27,2;19,9;51;51;27;9,4;9,4;6,1;950,6;950,6;949,9;0,8;161;3,1;92,28;0,0
A753;09/07/2019;20;27,2;27,3;26,5;28;30;24;7,4;8,1;4,4;949,9;949,9;949,6;0,6;105;3,1;702,1;0,0
A753;09/07/2019;19;27,1;27,4;26,5;24;26;24;4,8;5,9;4,4;949,7;950,0;949,7;1,0;117;4,0;1328,;0,0
A753;09/07/2019;18;27,0;27,9;26,7;25;27;23;5,0;6,5;4,4;950,0;950,8;950,0;1,0;99;3,5;2017,;0,0
A753;09/07/2019;17;27,0;27,2;25,9;24;29;23;4,7;6,7;3,8;950,8;951,6;950,8;1,1;142;3,8;2434,;0,0
A753;09/07/2019;16;26,6;26,9;25,1;27;31;27;6,2;7,2;5,5;951,6;952,6;951,6;1,3;337;4,5;2625,;0,0
A753;09/07/2019;15;25,9;26,3;24,1;30;34;29;7,0;8,0;6,6;952,6;953,3;952,5;1,6;321;4,8;2564,;0,0
A753;09/07/2019;14;24,4;24,8;22,5;34;41;32;7,5;9,1;7,0;953,3;953,9;953,3;1,4;327;4,2;2273,;0,0
A753;09/07/2019;13;22,5;22,7;19,3;40;51;39;8,1;9,1;8,1;953,9;954,0;953,9;2,3;67;6,0;1761,;0,0
A753;09/07/2019;12;19,3;19,3;15,5;51;63;51;9,0;9,2;8,4;953,9;953,9;953,4;3,6;74;5,7;1091,;0,0
A753;09/07/2019;11;15,5;15,5;12,4;64;74;64;8,6;8,8;7,7;953,4;953,4;952,9;2,4;101;5,9;286,9;0,0
A753;09/07/2019;10;13,7;14,4;13,0;68;70;66;7,9;8,3;7,4;952,9;952,9;952,2;3,0;97;5,8;1,735;0,0
A753;09/07/2019;09;14,2;14,4;13,3;66;70;66;8,0;8,2;7,6;952,2;952,2;951,6;2,4;118;4,6;-3,54;0,0
A753;09/07/2019;08;13,5;13,6;10,7;69;78;69;7,9;8,5;6,7;951,6;951,7;951,5;1,6;143;3,9;-3,54;0,0
A753;09/07/2019;07;11,1;13,0;10,7;77;78;69;7,2;8,1;6,6;951,6;951,7;951,4;1,6;171;3,5;-3,54;0,0
A753;09/07/2019;06;12,9;14,5;12,9;69;69;65;7,4;8,5;7,1;951,4;951,5;951,3;1,6;139;4,6;-3,54;0,0
A753;09/07/2019;05;14,2;14,3;11,9;69;75;69;8,6;8,9;7,4;951,5;951,8;951,5;2,0;109;4,6;-3,54;0,0
A753;09/07/2019;04;12,9;14,2;12,7;71;71;67;7,6;8,3;7,5;951,8;951,8;951,7;2,0;148;4,2;-3,54;0,0
A753;09/07/2019;03;13,4;13,8;12,9;70;71;68;8,0;8,2;7,7;951,7;951,8;951,7;2,1;148;4,7;-3,54;0,0
A753;10/07/2019;05;12,0;14,1;11,1;71;74;63;7,0;7,4;6,3;951,4;951,7;951,4;1,0;182;3,1;-3,54;0,0
A753;10/07/2019;23;13,6;16,5;13,0;74;77;65;9,0;9,9;8,8;949,6;949,6;949,1;0,8;181;2,2;-3,54;0,0
A753;10/07/2019;22;16,5;19,2;16,0;65;66;54;9,8;10,5;9,4;949,1;949,1;948,6;1,2;94;1,9;-3,54;0,0
A753;10/07/2019;21;19,2;25,8;19,2;54;54;31;9,7;9,8;7,3;948,7;948,8;948,7;0,4;208;1,9;90,86;0,0
A753;10/07/2019;20;25,8;26,7;25,8;31;31;27;7,4;7,4;6,0;948,8;948,9;948,7;1,0;225;4,1;706,9;0,0
A753;10/07/2019;19;26,4;27,2;26,1;27;30;26;6,0;7,7;5,7;948,9;948,9;948,8;1,2;117;4,5;1329,;0,0
A753;10/07/2019;18;26,2;27,4;26,1;28;29;26;6,3;7,5;5,6;948,9;949,4;948,9;2,4;200;4,8;2025,;0,0
A753;10/07/2019;17;27,2;27,3;25,6;27;30;27;6,7;7,5;5,8;949,3;950,3;949,3;1,8;265;4,8;2423,;0,0
A753;10/07/2019;16;25,6;26,6;24,3;29;33;28;6,4;7,6;6,2;950,3;951,4;950,3;1,8;36;4,8;2596,;0,0
A753;10/07/2019;15;25,0;25,6;23,5;31;38;30;6,7;8,4;6,4;951,4;952,1;951,4;1,3;34;4,7;2531,;0,0
A753;10/07/2019;14;23,5;23,9;21,6;38;44;35;8,5;9,3;7,3;952,1;952,6;952,1;2,2;300;4,9;2255,;0,0
A753;10/07/2019;13;21,7;21,8;17,9;43;56;43;8,7;9,6;8,3;952,6;952,8;952,6;1,1;10;2,7;1681,;0,0
A753;10/07/2019;12;17,9;18,0;13,3;56;75;55;9,0;9,5;8,4;952,7;952,7;952,1;0,9;143;1,9;1048,;0,0
A753;10/07/2019;11;13,3;13,3;7,4;75;89;74;9,0;9,0;5,2;952,1;952,1;951,6;0,5;212;1,6;294,7;0,0
A753;10/07/2019;10;8,2;8,3;7,1;87;91;87;6,1;6,6;5,4;951,6;951,6;951,2;1,0;162;1,9;2,902;0,0
A753;10/07/2019;09;7,1;11,1;6,8;90;91;73;5,7;6,7;5,0;951,2;951,2;950,9;1,4;167;2,0;-3,54;0,0
A753;10/07/2019;08;10,8;11,8;10,3;75;77;71;6,6;7,0;6,2;950,9;950,9;950,8;0,9;205;1,6;-3,54;0,0
A753;10/07/2019;07;11,6;12,3;11,2;71;72;68;6,6;6,9;6,0;950,9;951,1;950,9;0,8;201;2,1;-3,54;0,0
A753;10/07/2019;06;11,9;12,9;11,3;69;72;66;6,3;7,0;6,2;951,1;951,5;951,1;1,3;172;2,6;-3,54;0,0
A753;10/07/2019;04;12,7;13,0;11,5;68;72;68;7,1;7,2;6,4;951,7;951,9;951,7;1,2;144;3,8;-3,54;0,0
A753;10/07/2019;03;12,1;12,4;11,2;70;74;68;6,9;7,2;6,5;951,8;952,0;951,8;1,5;173;2,8;-3,54;0,0
A753;10/07/2019;02;12,5;12,9;11,2;68;76;67;6,7;7,5;6,7;951,8;951,8;951,7;1,5;171;3,0;-3,54;0,0
A753;10/07/2019;01;11,8;12,6;11,5;73;77;71;7,2;7,9;7,1;951,7;951,7;951,5;1,4;178;2,8;-3,54;0,0
A753;10/07/2019;00;11,8;14,4;11,7;75;75;66;7,5;8,2;7,3;951,5;951,5;951,4;1,7;175;2,5;-3,54;0,0
A753;11/07/2019;05;8,5;9,4;8,2;87;89;85;6,4;7,3;6,2;949,1;949,5;949,1;1,4;167;2,4;-3,54;0,0
A753;11/07/2019;01;12,0;13,2;12,0;78;80;75;8,3;9,2;8,0;949,6;949,7;949,6;1,3;175;2,7;-3,54;0,0
A753;11/07/2019;00;12,4;13,8;11,4;80;82;74;9,1;9,3;8,4;949,7;949,8;949,6;1,7;180;2,3;-3,54;0,0
A753;11/07/2019;04;9,4;10,1;8,8;86;88;83;7,2;7,6;6,7;949,5;949,5;949,2;0,6;164;2,3;-3,54;0,0
A753;11/07/2019;03;9,9;11,2;9,8;84;84;81;7,4;8,1;7,1;949,2;949,5;949,2;1,2;180;2,6;-3,54;0,0
A753;11/07/2019;23;12,6;15,9;12,6;77;77;61;8,6;9,0;8,4;947,6;947,6;947,2;1,6;166;2,1;-3,54;0,0
A753;11/07/2019;22;15,9;19,3;15,9;61;61;52;8,4;9,8;8,4;947,2;947,2;946,8;1,5;140;2,2;-3,54;0,0
A753;11/07/2019;21;19,3;24,7;19,3;52;52;33;9,2;9,2;7,7;946,8;946,8;946,7;0,9;191;3,3;96,16;0,0
A753;11/07/2019;20;24,7;27,1;24,7;33;33;25;7,4;7,4;5,3;946,7;946,7;946,5;2,1;174;3,3;713,3;0,0
A753;11/07/2019;19;27,1;27,4;26,0;26;28;25;5,7;6,8;5,3;946,6;946,9;946,6;1,0;209;4,3;1337,;0,0
A753;11/07/2019;18;27,0;27,1;26,0;26;28;24;6,0;6,3;4,0;946,9;947,6;946,9;1,1;233;4,9;2030,;0,0
A753;11/07/2019;16;25,2;26,0;24,2;28;32;28;5,6;7,3;5,6;948,6;949,7;948,6;1,8;223;4,4;2603,;0,0
A753;11/07/2019;17;26,3;26,3;25,1;27;30;26;5,9;6,7;4,5;947,6;948,6;947,6;1,4;82;4,1;2433,;0,0
A753;11/07/2019;15;24,6;24,7;22,8;32;40;30;7,0;8,7;5,8;949,7;950,7;949,7;2,4;109;4,2;2552,;0,0
A753;11/07/2019;14;22,9;23,6;20,5;40;46;37;8,4;9,4;7,5;950,7;951,0;950,7;1,6;149;3,5;2249,;0,0
A753;11/07/2019;13;20,5;20,5;17,4;46;61;44;8,6;9,4;7,6;951,0;951,0;950,4;1,8;164;3,5;1751,;0,0
A753;11/07/2019;12;17,5;17,5;10,2;61;86;61;9,9;10,6;8,0;950,4;950,5;949,8;1,4;156;2,5;1080,;0,0
A753;11/07/2019;11;10,2;10,2;6,4;86;93;85;7,9;7,9;5,2;949,8;949,8;949,1;1,2;175;2,2;292,8;0,0
A753;11/07/2019;10;6,4;6,5;6,0;93;93;91;5,3;5,4;4,7;949,1;949,1;948,7;1,1;192;1,6;3,023;0,0
A753;11/07/2019;09;6,0;7,4;6,0;91;92;90;4,7;6,0;4,7;948,7;948,7;948,5;1,3;169;1,9;-3,54;0,0
A753;11/07/2019;08;7,3;7,3;6,6;92;92;90;6,1;6,1;5,3;948,6;948,6;948,5;1,2;181;1,7;-3,54;0,0
A753;11/07/2019;02;11,0;12,5;10,3;82;85;76;8,1;8,7;7,6;949,5;949,6;949,5;1,8;171;3,2;-3,54;0,0
A753;11/07/2019;07;6,9;8,2;6,8;90;91;87;5,4;6,3;5,3;948,6;949,0;948,6;1,2;165;1,9;-3,54;0,0
A753;11/07/2019;06;8,2;8,5;7,8;88;90;87;6,3;6,8;6,0;949,0;949,1;948,9;1,2;173;2,2;-3,54;0,0
A753;12/07/2019;14;26,0;26,3;23,6;33;40;32;8,3;9,5;7,6;948,6;949,0;948,6;1,8;305;3,9;2223,;0,0
A753;12/07/2019;23;16,5;19,0;16,5;66;66;55;10,1;10,6;9,6;947,4;947,4;947,1;0,6;97;2,1;-3,54;0,0
A753;12/07/2019;22;18,4;20,8;18,2;61;63;51;10,8;11,0;9,8;947,1;947,1;946,7;0,9;133;2,5;-3,54;0,0
A753;12/07/2019;21;20,7;27,3;20,7;52;53;31;10,5;10,9;8,5;946,7;946,7;946,4;1,6;181;3,3;94,50;0,0
A753;12/07/2019;20;27,3;29,6;27,3;31;31;24;8,5;8,7;7,0;946,4;946,4;946,1;2,1;202;3,7;696,6;0,0
A753;12/07/2019;19;29,5;30,0;29,0;25;26;23;7,1;7,7;6,5;946,1;946,1;945,9;1,7;233;5,2;1319,;0,0
A753;12/07/2019;18;29,4;30,4;29,1;24;25;23;6,6;7,7;6,0;946,0;946,3;946,0;2,3;213;6,4;1994,;0,0
A753;12/07/2019;17;30,2;30,3;28,6;24;27;22;7,6;8,2;6,1;946,3;946,9;946,3;1,6;246;5,8;2390,;0,0
A753;12/07/2019;16;28,7;29,7;27,2;25;29;24;6,7;8,6;5,8;946,9;947,8;946,9;1,7;340;5,8;2583,;0,0
A753;12/07/2019;15;27,9;28,3;26,0;29;33;28;7,9;8,8;7,4;947,9;948,6;947,9;2,5;319;4,9;2516,;0,0
A753;12/07/2019;13;24,3;24,3;19,2;39;51;38;9,4;9,5;8,5;949,0;949,0;948,7;0,7;172;2,2;1721,;0,0
A753;12/07/2019;12;19,2;19,3;15,1;50;67;50;8,7;9,5;8,4;948,7;948,7;948,2;0,8;125;1,9;1072,;0,0
A753;12/07/2019;11;15,1;15,1;7,0;65;90;65;8,6;8,9;5,2;948,2;948,2;947,5;1,0;149;2,3;283,9;0,0
A753;12/07/2019;10;7,0;9,7;7,0;88;91;81;5,2;7,3;5,0;947,5;947,6;947,2;1,6;168;2,2;3,060;0,0
A753;12/07/2019;09;7,3;7,9;7,2;89;89;86;5,6;6,0;5,2;947,2;947,2;946,7;0,8;177;1,7;-3,54;0,0
A753;12/07/2019;08;7,9;8,3;7,2;86;89;86;5,8;6,4;5,3;946,7;946,7;946,6;0,5;178;2,2;-3,54;0,0
A753;12/07/2019;07;7,6;8,4;7,6;87;89;86;5,6;6,5;5,5;946,7;947,0;946,7;1,0;154;2,5;-3,54;0,0
A753;12/07/2019;06;7,8;8,8;7,5;89;90;84;6,1;6,8;5,7;947,0;947,6;947,0;1,4;164;2,0;-3,54;0,0
A753;12/07/2019;05;8,6;10,4;8,6;84;85;81;6,0;7,8;6,0;947,6;947,8;947,6;1,1;182;3,0;-3,54;0,0
A753;12/07/2019;04;9,5;9,6;9,0;85;86;84;7,1;7,3;6,6;947,8;948,0;947,8;2,2;169;3,3;-3,54;0,0
A753;12/07/2019;03;9,4;10,6;9,2;86;86;82;7,1;7,7;6,7;948,0;948,3;948,0;2,3;161;3,1;-3,54;0,0
A753;12/07/2019;02;10,4;11,5;9,7;82;85;79;7,6;8,3;7,0;948,3;948,3;948,1;2,4;166;3,1;-3,54;0,0
A753;12/07/2019;01;10,3;12,8;9,8;85;86;77;8,0;9,2;7,1;948,1;948,1;947,8;1,7;162;2,3;-3,54;0,0
A753;12/07/2019;00;11,9;13,0;11,2;81;83;76;8,8;9,0;8,1;947,8;947,8;947,6;0,9;157;2,5;-3,54;0,0
A753;13/07/2019;02;12,8;13,8;12,3;80;84;77;9,4;10,2;9,4;948,0;948,2;948,0;2,2;157;2,9;-3,52;0,0
A753;13/07/2019;00;14,8;16,5;14,8;71;71;66;9,6;10,1;9,6;947,8;947,8;947,4;1,2;165;1,6;-3,54;0,0
A753;13/07/2019;01;13,6;15,1;13,3;77;79;71;9,7;10,0;9,3;948,1;948,1;947,8;1,9;167;2,3;-3,54;0,0
A753;13/07/2019;23;19,1;21,2;19,1;64;64;54;12,0;12,0;11,4;946,6;946,6;946,0;0,8;139;2,0;-3,54;0,0
A753;13/07/2019;22;21,2;22,1;20,8;54;60;52;11,5;12,6;11,4;946,0;946,0;945,7;1,2;80;2,0;-3,54;0,0
A753;13/07/2019;21;22,1;28,7;22,1;53;53;30;12,0;12,0;9,5;945,7;945,7;945,4;1,2;199;2,3;91,87;0,0
A753;13/07/2019;20;28,7;30,7;28,7;30;30;25;9,5;9,6;8,1;945,4;945,4;945,2;1,4;218;4,9;693,1;0,0
A753;13/07/2019;19;30,7;30,9;29,4;26;26;23;8,8;8,9;7,0;945,3;945,4;945,2;2,4;223;7,4;1224,;0,0
A753;13/07/2019;18;30,5;31,5;29,2;24;27;22;7,4;9,7;6,8;945,4;946,1;945,4;2,7;276;8,0;1801,;0,0
A753;13/07/2019;17;30,6;31,1;29,5;27;29;25;9,3;10,0;8,3;946,1;947,2;946,1;2,1;254;8,6;2407,;0,0
A753;13/07/2019;16;30,0;30,1;28,7;29;31;28;9,8;10,5;9,1;947,2;948,2;947,1;3,4;271;8,6;2526,;0,0
A753;13/07/2019;15;29,2;29,2;27,6;31;34;30;10,4;11,3;9,9;948,2;949,0;948,2;2,4;275;5,4;2460,;0,0
A753;13/07/2019;13;25,5;25,5;19,8;43;60;43;12,0;12,5;11,4;949,5;949,5;949,3;1,0;308;2,2;1671,;0,0
A753;13/07/2019;14;27,8;28,1;25,5;33;44;33;10,2;12,4;10,2;949,0;949,5;949,0;1,9;313;4,0;2168,;0,0
A753;13/07/2019;12;19,8;19,8;13,5;60;82;60;11,9;12,5;10,3;949,3;949,3;948,8;1,0;138;2,3;1023,;0,0
A753;13/07/2019;11;13,4;13,4;9,2;82;92;82;10,4;10,5;7,3;948,8;948,8;948,2;0,6;144;1,8;275,1;0,0
A753;13/07/2019;10;10,1;10,3;9,9;89;89;87;8,3;8,6;8,0;948,2;948,2;947,6;0,7;193;1,3;3,239;0,0
A753;13/07/2019;09;10,3;10,6;10,1;87;88;86;8,2;8,6;8,1;947,6;947,6;947,2;1,0;172;1,6;-3,54;0,0
A753;13/07/2019;08;10,6;11,1;10,0;86;88;85;8,4;8,7;7,8;947,2;947,2;947,0;0,6;139;2,1;-3,54;0,0
A753;13/07/2019;07;11,1;11,3;10,7;85;87;84;8,7;8,9;8,4;947,0;947,4;947,0;0,7;124;2,2;-3,54;0,0
A753;13/07/2019;06;10,8;11,4;10,5;87;87;84;8,7;8,8;8,2;947,4;947,7;947,4;1,5;182;2,0;-3,54;0,0
A753;13/07/2019;05;11,4;12,5;11,4;84;84;80;8,7;9,5;8,5;947,7;948,1;947,7;1,5;178;2,0;-3,54;0,0
A753;13/07/2019;04;11,8;13,4;11,5;83;84;77;9,1;9,5;8,6;948,1;948,1;948,0;1,7;165;2,5;-3,54;0,0
A753;13/07/2019;03;13,4;13,9;12,8;77;81;76;9,4;10,0;9,4;948,0;948,0;947,9;1,6;160;3,0;-3,54;0,0
A753;14/07/2019;05;14,5;14,9;14,3;80;82;79;11,1;11,5;10,9;946,6;947,0;946,6;1,2;163;2,4;-3,54;0,0
A753;14/07/2019;23;18,1;20,9;18,1;68;68;55;12,1;12,2;11,3;945,9;945,9;945,4;1,0;152;1,6;-3,54;0,0
A753;14/07/2019;22;20,9;22,1;20,3;55;61;52;11,5;12,8;11,0;945,4;945,4;945,0;1,0;58;2,0;-3,54;0,0
A753;14/07/2019;21;22,1;28,6;22,1;55;55;28;12,7;12,7;8,8;945,0;945,0;944,9;0,9;165;2,4;108,9;0,0
A753;14/07/2019;20;28,6;30,2;28,6;28;29;24;8,5;8,9;7,0;944,9;944,9;944,7;1,3;218;3,9;668,0;0,0
A753;14/07/2019;19;29,8;30,6;29,7;25;26;23;7,6;8,3;6,7;944,7;945,0;944,6;1,9;218;4,7;1230,;0,0
A753;14/07/2019;18;30,0;30,9;28,8;25;26;22;7,7;8,1;6,4;945,0;945,5;945,0;2,9;257;6,1;1726,;0,0
A753;14/07/2019;17;29,8;30,8;29,4;24;28;21;6,8;9,5;5,8;945,5;946,4;945,5;2,0;179;5,5;2308,;0,0
A753;14/07/2019;16;29,5;30,1;28,5;27;31;26;8,3;10,7;7,9;946,4;947,3;946,4;2,1;286;5,5;2533,;0,0
A753;14/07/2019;15;29,5;29,5;26,1;31;40;30;10,6;11,8;9,7;947,3;948,1;947,3;1,2;167;3,2;2444,;0,0
A753;14/07/2019;14;26,1;26,2;21,8;40;57;39;11,3;13,6;11,3;948,1;948,7;948,1;0,9;102;2,6;2150,;0,0
A753;14/07/2019;13;21,8;21,8;17,2;57;75;57;12,9;13,4;12,4;948,6;948,8;948,6;1,6;121;2,9;1171,;0,0
A753;14/07/2019;12;17,2;17,2;14,0;75;89;75;12,7;12,7;11,8;948,7;948,7;948,3;0,8;136;1,5;526,8;0,0
A753;14/07/2019;11;14,0;14,0;12,2;89;90;88;12,2;12,2;10,4;948,3;948,3;947,4;0,7;176;1,9;172,5;0,0
A753;14/07/2019;10;12,5;12,7;11,5;89;90;88;10,7;11,1;9,7;947,4;947,4;946,5;0,8;324;2,3;4,612;0,0
A753;14/07/2019;09;11,7;13,6;11,6;89;90;84;10,0;11,2;9,8;946,5;946,5;946,2;1,0;186;3,4;-3,50;0,0
A753;14/07/2019;08;12,5;13,9;12,4;87;87;82;10,3;11,1;9,8;946,3;946,3;945,9;0,7;305;2,5;-3,33;0,0
A753;14/07/2019;07;13,2;14,2;12,9;85;85;81;10,7;11,2;10,2;946,0;946,3;945,9;1,1;159;2,2;-3,54;0,0
A753;14/07/2019;06;14,1;14,7;14,0;82;82;80;11,0;11,4;10,7;946,3;946,6;946,3;1,2;155;2,4;-3,53;0,0
A753;14/07/2019;04;14,8;15,3;14,6;80;80;78;11,3;11,7;11,0;947,0;947,4;947,0;1,5;188;2,4;-3,54;0,0
A753;14/07/2019;03;14,9;16,6;14,9;78;78;73;11,1;11,9;11,0;947,4;947,4;947,1;1,0;173;2,8;-3,54;0,0
A753;14/07/2019;02;16,0;17,4;15,9;76;76;71;11,8;12,3;11,7;947,2;947,4;947,1;2,0;161;3,0;-3,54;0,0
A753;14/07/2019;00;17,6;19,1;17,3;69;70;64;11,9;12,1;11,6;946,9;946,9;946,6;1,2;176;1,7;-3,54;0,0
A753;14/07/2019;01;16,9;17,6;16,2;75;77;69;12,3;12,4;11,6;947,2;947,2;946,9;2,2;164;2,8;-3,16;0,0
A753;15/07/2019;11;17,8;17,8;15,8;68;73;68;11,8;11,8;10,5;946,1;946,1;945,4;1,0;183;1,6;222,5;0,0
A753;15/07/2019;06;15,0;16,6;14,6;77;80;67;11,1;11,6;10,6;945,2;945,6;945,2;1,3;174;2,8;-3,32;0,0
A753;15/07/2019;07;14,8;16,4;14,2;76;80;69;10,5;11,1;10,5;945,0;945,3;945,0;0,9;30;2,8;-3,44;0,0
A753;15/07/2019;02;16,3;17,7;16,3;72;72;66;11,2;11,8;11,1;946,5;946,6;946,5;1,5;132;2,6;-3,53;0,0
A753;15/07/2019;05;16,5;17,0;16,2;69;71;66;10,7;10,8;10,5;945,6;946,2;945,6;0,7;218;2,5;-3,07;0,0
A753;15/07/2019;01;17,3;17,6;16,7;70;75;70;11,8;12,4;11,8;946,6;946,6;946,4;1,8;159;2,5;-3,03;0,0
A753;15/07/2019;00;17,0;18,1;17,0;73;74;68;12,2;12,4;12,0;946,4;946,4;945,9;1,2;155;2,0;-3,53;0,0
A753;15/07/2019;10;16,2;16,3;14,8;69;77;69;10,5;11,2;10,5;945,4;945,4;945,1;0,6;105;2,0;3,482;0,0
A753;15/07/2019;09;14,8;15,0;14,3;77;78;75;10,8;10,8;10,4;945,1;945,2;944,8;0,9;173;2,3;-2,99;0,0
A753;15/07/2019;23;18,0;20,4;18,0;68;68;59;11,9;12,3;11,9;944,9;944,9;944,4;1,4;168;1,9;-3,54;0,0
A753;15/07/2019;22;20,4;22,9;20,4;59;65;51;12,2;13,6;12,2;944,4;944,4;944,1;0,6;150;1,6;-3,54;0,0
A753;15/07/2019;21;22,9;29,4;22,9;51;51;29;12,2;12,3;9,4;944,1;944,1;943,7;0,5;198;1,8;92,20;0,0
A753;15/07/2019;20;29,4;30,8;29,4;29;29;23;9,3;9,4;7,2;943,7;943,7;943,5;1,0;209;4,6;648,0;0,0
A753;15/07/2019;19;30,7;31,3;30,3;23;24;22;7,2;7,9;6,4;943,5;943,6;943,5;2,7;237;5,0;1271,;0,0
A753;15/07/2019;04;17,0;17,0;16,0;66;73;66;10,6;11,3;10,6;946,2;946,4;946,2;1,5;170;2,5;-2,32;0,0
A753;15/07/2019;18;30,8;31,5;30,3;23;25;21;7,4;8,2;5,9;943,6;944,1;943,6;2,9;244;6,8;1747,;0,0
A753;15/07/2019;17;30,7;31,6;30,3;23;26;21;7,4;8,9;6,0;944,1;944,6;944,1;3,1;242;6,9;2240,;0,0
A753;15/07/2019;03;16,0;16,5;15,5;72;74;69;11,1;11,2;10,7;946,3;946,6;946,3;1,4;152;2,9;-3,39;0,0
A753;15/07/2019;16;30,4;31,0;30,0;24;25;22;7,3;8,4;6,4;944,6;945,3;944,6;2,6;299;6,5;2469,;0,0
A753;15/07/2019;15;30,1;30,6;27,6;24;36;24;7,5;11,7;7,3;945,3;946,1;945,3;2,5;289;5,4;2465,;0,0
A753;15/07/2019;14;27,5;27,9;24,1;36;47;35;11,1;12,3;10,8;946,1;946,4;946,1;2,3;309;4,3;2168,;0,0
A753;15/07/2019;08;14,3;15,1;13,9;78;80;73;10,6;10,6;10,2;944,9;945,1;944,9;1,2;160;2,2;-3,22;0,0
A753;15/07/2019;13;24,1;24,8;21,8;46;53;43;11,8;12,9;10,8;946,4;946,8;946,3;2,3;303;4,3;1484,;0,0
A753;15/07/2019;12;21,7;21,7;17,8;52;69;51;11,5;12,4;11,0;946,7;946,7;946,1;1,1;141;2,2;737,0;0,0
A753;16/07/2019;15;24,8;25,1;24,0;45;52;43;12,1;13,6;11,5;947,8;948,4;947,8;2,2;142;5,3;1890,;0,0
A753;16/07/2019;23;18,2;19,6;17,8;72;76;67;13,0;13,5;12,9;947,9;947,9;947,3;1,2;79;2,9;-3,54;0,0
A753;16/07/2019;22;19,5;21,9;19,5;67;67;58;13,2;13,5;13,1;947,3;947,3;946,9;1,6;194;2,5;-3,54;0,0
A753;16/07/2019;21;21,9;25,1;21,9;58;58;46;13,4;13,5;12,7;946,9;946,9;946,5;1,8;185;4,7;82,52;0,0
A753;16/07/2019;20;25,1;26,4;25,1;46;47;42;12,8;13,1;12,2;946,5;946,5;946,1;2,9;192;4,9;698,2;0,0
A753;16/07/2019;19;26,3;26,9;25,7;43;44;40;12,8;13,1;12,0;946,1;946,2;946,0;2,5;205;4,9;1136,;0,0
A753;16/07/2019;18;25,7;27,3;25,7;43;44;39;12,3;12,9;11,9;946,2;946,5;946,2;2,4;207;6,5;1850,;0,0
A753;16/07/2019;17;27,1;27,1;24,8;41;48;40;12,8;13,7;12,0;946,5;947,3;946,5;2,9;233;6,5;2058,;0,0
A753;16/07/2019;16;24,8;26,3;24,5;48;49;43;13,1;13,1;11,9;947,3;947,9;947,3;2,2;181;4,9;1527,;0,0
A753;16/07/2019;14;24,0;24,1;21,3;51;62;50;13,3;14,2;13,0;948,4;948,8;948,4;1,7;226;3,1;1937,;0,0
A753;16/07/2019;13;21,3;22,1;18,9;61;73;61;13,5;14,3;13,5;948,8;948,9;948,6;0,8;253;2,3;1178,;0,0
A753;16/07/2019;12;18,9;19,1;18,1;73;77;70;13,9;14,0;13,1;948,6;948,6;947,9;0,9;142;2,5;549,7;0,0
A753;16/07/2019;11;18,2;18,3;15,3;74;83;73;13,6;14,1;12,1;947,9;947,9;946,8;0,9;176;2,3;213,8;0,0
A753;16/07/2019;09;17,2;17,9;17,2;75;75;72;12,8;12,9;12,7;946,2;946,3;946,0;0,8;99;3,8;-3,50;0,0
A753;16/07/2019;10;15,8;17,2;15,8;79;79;75;12,2;12,8;12,2;946,8;946,8;946,2;1,2;167;2,3;4,700;0,0
A753;16/07/2019;08;17,8;18,3;17,8;72;72;70;12,7;12,9;12,6;946,0;946,2;945,8;2,2;89;6,0;-3,03;0,0
A753;16/07/2019;06;16,1;17,4;15,8;80;80;71;12,6;12,6;11,7;945,9;946,2;945,4;2,5;147;5,3;-3,47;0,0
A753;16/07/2019;07;17,9;17,9;16,1;72;80;72;12,8;12,9;12,6;946,0;946,1;945,8;3,0;122;5,7;-3,25;0,0
A753;16/07/2019;05;17,1;17,2;16,5;73;73;67;12,2;12,2;10,8;945,5;946,2;945,5;0,9;89;4,5;-3,11;0,0
A753;16/07/2019;04;17,1;18,2;16,1;67;70;62;10,8;11,2;10,5;946,1;946,1;945,4;3,0;147;5,8;-3,54;0,0
A753;16/07/2019;03;17,7;18,9;14,6;65;81;62;11,1;12,2;10,9;945,5;945,6;945,1;1,7;122;5,9;-3,49;0,0
A753;16/07/2019;02;15,7;16,4;15,1;75;78;73;11,3;11,8;11,1;945,1;945,4;945,0;0,5;135;2,2;-2,47;0,0
A753;16/07/2019;01;15,7;16,8;15,6;75;75;72;11,3;11,9;11,1;945,2;945,3;945,1;1,8;164;2,4;-3,54;0,0
A753;16/07/2019;00;16,6;18,2;15,8;74;77;67;11,9;12,1;11,7;945,1;945,1;944,9;1,4;172;2,3;-3,54;0,0
